"send.country","block.num","blocked.list","covid.blocked","updated"
"Greece",161,"Afghanistan_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Cyprus_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Falkland Islands (Malvinas)_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Ghana_Gibraltar_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Indonesia_Isle of Man_Jamaica_Jersey_Jordan_Kazakhstan_Kiribati_Korea (North)_Kosovo_Kyrgyzstan_Laos_Lesotho_Liberia_Libya_Macao_Madagascar_Malawi_Maldives_Mali_Martinique_Mauritania_Mauritius_Mayotte_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_Oman_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Pitcairn_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sudan_Suriname_Syria_Tajikistan_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Honduras",233,"Afghanistan_Åland Islands_Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Austria_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belgium_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia                                                                                                                                        Source: Contact via Facebook._Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Denmark_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Jamaica_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_New Zealand_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Norway_Oman_Pakistan_Palestine_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Portugal_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_United Kingdom_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Hong Kong",126,"Afghanistan_Andorra_Angola_Anguilla_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Bahrain_Barbados_Belarus_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_Brazil_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Comoros_Congo_Congo (Dem. Rep.)_Costa Rica_Côte d'Ivoire_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_French Guiana_French Polynesia_Gabon_Gambia_Guadeloupe_Guam_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iceland_Iraq_Jamaica_Jersey_Kazakhstan_Kenya_Kiribati_Korea (North)_Kuwait_Laos_Lebanon_Lesotho_Liberia_Libya_Madagascar_Malawi_Maldives_Mali_Marshall Islands_Martinique_Mauritania_Micronesia_Moldova_Mongolia_Montenegro_Morocco_Mozambique_Namibia_New Caledonia_Niger_Nigeria_Northern Mariana Islands_North Macedonia_Oman_Pakistan_Palau_Panama_Peru_Russia_Rwanda_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Pierre & Miquelon_Samoa_Sao Tome and Principe_Saudi Arabia_Senegal_S. Georgia and S. Sandwich Islands_Sint Maarten (Dutch part)_Somalia_South Africa_Sri Lanka_Sudan_Suriname_Syria_Tanzania_Timor-Leste_Togo_Tonga_Trinidad and Tobago_Turks and Caicos Islands_Uganda_Ukraine_Uruguay_U.S. Minor Outlying Islands_Venezuela_Wallis & Futuna_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Hungary",147,"Afghanistan_Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Comoros_Congo_Cook Islands_Côte d'Ivoire_Cuba_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Gibraltar_Greenland_Grenada_Guadeloupe_Guam_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iceland_Indonesia_Iran_Iraq_Isle of Man_Jamaica_Jersey_Kiribati_Korea (North)_Laos_Lesotho_Liberia_Libya_Malawi_Mali_Marshall Islands_Martinique_Mauritania_Mauritius_Mayotte_Micronesia_Monaco_Mongolia_Montserrat_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_Northern Mariana Islands_Palau_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_Sao Tome and Principe_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sri Lanka_Suriname_Syria_Tajikistan_Tanzania_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Turkmenistan_Turks and Caicos Islands_Tuvalu_U.S. Minor Outlying Islands_Uzbekistan_Vanuatu_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Iceland",28,"Bahamas_Bolivia_Brunei_Chile_Cuba_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Fiji_French Guiana_French Polynesia_Guadeloupe_Honduras_Libya_Martinique_Mauritius_Mayotte_New Caledonia_Papua New Guinea_Paraguay_Peru_Réunion_Saint Pierre & Miquelon_Sierra Leone_Turkmenistan_Venezuela_Yemen","sending","Last update: 24/Nov, 10:47 (UTC)"
"India",153,"Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Azerbaijan_Bahamas_Barbados_Belarus_Belize_Bermuda_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Cyprus_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iceland_Iran_Ireland_Isle of Man_Jamaica_Jersey_Jordan_Kazakhstan_Kiribati_Korea (North)_Kosovo_Kyrgyzstan_Laos_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Macao_Madagascar_Malta_Martinique_Mauritania_Mauritius_Mayotte_Moldova_Monaco_Montenegro_Montserrat_Morocco_Namibia_Nauru_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_North Macedonia_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Pitcairn_Réunion_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sudan_Suriname_Syria_Tajikistan_Timor-Leste_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen","sending","Last update: 24/Nov, 10:47 (UTC)"
"Indonesia",241,"Afghanistan_Åland Islands_Albania_Algeria_American Samoa_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Austria_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belgium_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Denmark_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guam_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Hungary_Iceland_India_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Jamaica_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Marshall Islands_Martinique_Mauritania_Mauritius_Mayotte_Mexico_Micronesia_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_New Zealand_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_Northern Mariana Islands_North Macedonia_Norway_Oman_Pakistan_Palau_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Portugal_Puerto Rico_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_United Kingdom_Uruguay_U.S. Minor Outlying Islands_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Virgin Islands of the USA_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Iran",1,"Israel","sending","Last update: 24/Nov, 10:47 (UTC)"
"Ireland",158,"Afghanistan_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Azerbaijan_Bahamas_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Christmas Island_Cocos Islands_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iran_Iraq_Isle of Man_Jamaica_Kiribati_Korea (North)_Kosovo_Kuwait_Kyrgyzstan_Laos_Lesotho_Liberia_Libya_Liechtenstein_Macao_Madagascar_Maldives_Mali_Martinique_Mauritania_Mauritius_Mayotte_Mexico_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_North Macedonia_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Pitcairn_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sri Lanka_Sudan_Suriname_Syria_Tajikistan_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen","sending","Last update: 24/Nov, 10:47 (UTC)"
"Israel",48,"Algeria_Australia_Bahrain_Bangladesh_Bhutan_Bolivia_Cayman Islands_Central African Republic_Cuba_Curaçao_Dominican Republic_Ecuador_El Salvador_Guatemala_Guyana_Honduras_Iran_Iraq_Kuwait_Lebanon_Libya_Malaysia_Mauritania_Mauritius_Mongolia_Montenegro_Morocco_Nepal_New Zealand_Nicaragua_Pakistan_Panama_Qatar_Samoa_Saudi Arabia_Somalia_South Sudan_Sudan_Suriname_Syria_Trinidad and Tobago_Tunisia_Turkmenistan_United Arab Emirates_Venezuela_Western Sahara_Yemen_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Italy",30,"Algeria_Angola_Bolivia_Botswana_Cape Verde_Cuba_Dominica_Ecuador_El Salvador_Eritrea_Eswatini_French Guiana_Guatemala_Jordan_Kosovo_Kuwait_Lesotho_Malawi_Mayotte_Morocco_Namibia_Palestine_Paraguay_Puerto Rico_Saint Helena, Ascension and Tristan da Cunha_South Africa_South Sudan_Togo_Trinidad and Tobago_Venezuela","sending","Last update: 24/Nov, 10:47 (UTC)"
"Jamaica",220,"Afghanistan_Åland Islands_Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Argentina_Armenia_Australia_Austria_Azerbaijan_Bahrain_Bangladesh_Belarus_Belgium_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Côte d'Ivoire_Croatia_Cuba_Cyprus_Czechia_Denmark_Djibouti_Dominica_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_New Zealand_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Norway_Oman_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Philippines_Pitcairn_Poland_Portugal_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Japan",113,"Afghanistan_Algeria_Antigua & Barbuda_Argentina_Bahamas_Bahrain_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Botswana_Brazil_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cameroon_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Costa Rica_Cuba_Cyprus_Djibouti_Dominican Republic_El Salvador_Eritrea_Eswatini_Ethiopia_Fiji_French Guiana_French Polynesia_Georgia_Greece_Grenada_Guatemala_Guinea_Guyana_Haiti_Honduras_India_Iran_Iraq_Ireland_Israel_Jamaica_Jordan_Kiribati_Korea (North)_Kuwait_Kyrgyzstan_Laos_Lesotho_Malawi_Maldives_Mali_Martinique_Mauritania_Moldova_Mongolia_Montserrat_Morocco_Mozambique_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Norfolk Island_Oman_Pakistan_Papua New Guinea_Paraguay_Peru_Réunion_Romania_Russia_Rwanda_Saint Kitts and Nevis_Saint Lucia_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Saudi Arabia_Senegal_Seychelles_Sierra Leone_Solomon Islands_South Sudan_Syria_Timor-Leste_Tonga_Trinidad and Tobago_Turkmenistan_Tuvalu_Uganda_Ukraine_United Arab Emirates_Uruguay_Uzbekistan_Vanuatu_Venezuela_Wallis & Futuna_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Jordan",217,"Afghanistan_Åland Islands_Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Isle of Man_Israel_Jamaica_Japan_Jersey_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Mexico_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_New Zealand_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Oman_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Sri Lanka_Sudan_Suriname_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 24/Nov, 10:47 (UTC)"
"Kazakhstan",10,"Bolivia_Cyprus_Lebanon_Libya_Mongolia_Papua New Guinea_Serbia_Syria_Turkmenistan_Yemen","sending","Last update: 24/Nov, 10:47 (UTC)"
