"send.country","block.num","blocked.list","covid.blocked","updated"
"Ecuador",248,"Afghanistan_Åland Islands_Albania_Algeria_American Samoa_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Austria_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belgium_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Denmark_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guam_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Jamaica_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Marshall Islands_Martinique_Mauritania_Mauritius_Mayotte_Mexico_Micronesia_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_New Zealand_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_Northern Mariana Islands_North Macedonia_Norway_Oman_Pakistan_Palau_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Portugal_Puerto Rico_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_United Kingdom_Uruguay_U.S.A._U.S. Minor Outlying Islands_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Virgin Islands of the USA_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","blocked","Last update: 12/Mar, 14:36 (UTC)"
"Egypt",1,"U.S.A.","sending","Last update: 12/Mar, 14:36 (UTC)"
"Estonia",157,"Afghanistan_Algeria_Angola_Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Bahamas_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Christmas Island_Cocos Islands_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Côte d'Ivoire_Cuba_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Ghana_Gibraltar_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iran_Iraq_Isle of Man_Jamaica_Jersey_Jordan_Kiribati_Korea (North)_Kosovo_Kyrgyzstan_Laos_Lebanon_Lesotho_Liberia_Libya_Macao_Madagascar_Malawi_Maldives_Mali_Martinique_Mauritania_Mauritius_Mayotte_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_North Macedonia_Oman_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Pitcairn_Qatar_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sudan_Suriname_Syria_Tajikistan_Tanzania_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Uruguay_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Fiji",235,"Afghanistan_Åland Islands_Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Austria_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belgium_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Denmark_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Jamaica_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Mexico_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Norway_Oman_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Portugal_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_United Kingdom_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Finland",157,"Afghanistan_Albania_American Samoa_Angola_Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Bahrain_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Falkland Islands (Malvinas)_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Ghana_Gibraltar_Grenada_Guadeloupe_Guatemala_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iraq_Jamaica_Kazakhstan_Kiribati_Korea (North)_Kosovo_Laos_Lesotho_Liberia_Libya_Macao_Madagascar_Malawi_Maldives_Mali_Marshall Islands_Martinique_Mauritania_Mauritius_Mayotte_Micronesia_Moldova_Mongolia_Montenegro_Montserrat_Mozambique_Myanmar_Namibia_Nauru_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_Northern Mariana Islands_North Macedonia_Oman_Palau_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Pitcairn_Puerto Rico_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_Sao Tome and Principe_Saudi Arabia_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sri Lanka_Sudan_Suriname_Syria_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_Uruguay_U.S. Minor Outlying Islands_Uzbekistan_Vanuatu_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"France",45,"Anguilla_Antigua & Barbuda_Aruba_Bahamas_Barbados_Belize_Bermuda_Bonaire, Sint Eustatius and Saba_Botswana_Cape Verde_Cayman Islands_Cuba_Dominica_Dominican Republic_Ecuador_Gambia_Grenada_Guinea-Bissau_Guyana_Haiti_Jamaica_Kosovo_Laos_Liberia_Malawi_Mauritania_Mongolia_Montserrat_Mozambique_Myanmar_Nicaragua_Paraguay_Peru_Puerto Rico_Saint Kitts and Nevis_Saint Lucia_Seychelles_Sierra Leone_Sint Maarten (Dutch part)_Syria_Turks and Caicos Islands_Uruguay_Uzbekistan_Venezuela_Yemen","sending","Last update: 12/Mar, 14:36 (UTC)"
"French Polynesia",185,"Afghanistan_Algeria_American Samoa_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Cyprus_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Fiji_French Guiana_Gabon_Gambia_Georgia_Ghana_Greenland_Grenada_Guam_Guatemala_Guinea_Guinea-Bissau_Haiti_Honduras_Hong Kong_India_Indonesia_Iran_Iraq_Israel_Jamaica_Japan_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Lebanon_Lesotho_Liberia_Libya_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Marshall Islands_Mauritania_Mauritius_Mayotte_Mexico_Micronesia_Moldova_Mongolia_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_Northern Mariana Islands_Oman_Pakistan_Palau_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Puerto Rico_Qatar_Rwanda_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Vincent and the Grenadines_Samoa_Sao Tome and Principe_Saudi Arabia_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Africa_South Sudan_Sri Lanka_Sudan_Suriname_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_United Arab Emirates_Uruguay_U.S.A._U.S. Minor Outlying Islands_Uzbekistan_Vanuatu_Venezuela_Vietnam_Virgin Islands of the USA_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Georgia",175,"Afghanistan_Albania_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Bahamas_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Comoros_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Gibraltar_Greenland_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Hong Kong_Iceland_Indonesia_Iran_Iraq_Ireland_Isle of Man_Jamaica_Jersey_Jordan_Kiribati_Korea (North)_Kosovo_Laos_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Luxembourg_Macao_Malawi_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_New Zealand_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Réunion_Romania_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Slovakia_Solomon Islands_Somalia_South Africa_South Sudan_Sri Lanka_Sudan_Suriname_Syria_Tajikistan_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Turkmenistan_Turks and Caicos Islands_Tuvalu_United Arab Emirates_Uruguay_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Germany",9,"Dominica_French Polynesia_Guyana_Honduras_Libya_New Caledonia_Nicaragua_Syria_Yemen","sending","Last update: 12/Mar, 14:36 (UTC)"
"Greece",161,"Afghanistan_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belize_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Falkland Islands (Malvinas)_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Ghana_Gibraltar_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Indonesia_Isle of Man_Jamaica_Jersey_Jordan_Kazakhstan_Kiribati_Korea (North)_Kosovo_Kyrgyzstan_Laos_Lesotho_Liberia_Libya_Macao_Madagascar_Malawi_Maldives_Mali_Martinique_Mauritania_Mauritius_Mayotte_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_New Caledonia_Nicaragua_Niger_Nigeria_Niue_Norfolk Island_Oman_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Pitcairn_Réunion_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_South Sudan_Sudan_Suriname_Syria_Tajikistan_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Guatemala",19,"Canada_Czechia_Greece_Israel_Jamaica_Latvia_Panama_Poland_Portugal_Samoa_Serbia_Slovakia_Slovenia_South Africa_Spain_Suriname_Thailand_Vanuatu_Vietnam","sending","Last update: 12/Mar, 14:36 (UTC)"
"Honduras",230,"Afghanistan_Åland Islands_Albania_Algeria_Andorra_Angola_Anguilla_Antarctica_Antigua & Barbuda_Argentina_Armenia_Aruba_Australia_Austria_Azerbaijan_Bahamas_Bahrain_Bangladesh_Barbados_Belarus_Belgium_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Bosnia-Herzegovina_Botswana_Brazil_British Indian Ocean Territory_British Virgin Islands_Brunei_Bulgaria_Burkina Faso_Burundi_Cambodia_Cameroon_Canada_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_China_Christmas Island_Cocos Islands_Colombia                                                                                                Source: Contact via Facebook._Comoros_Congo_Congo (Dem. Rep.)_Cook Islands_Côte d'Ivoire_Croatia_Cuba_Curaçao_Cyprus_Czechia_Denmark_Djibouti_Dominica_Dominican Republic_Ecuador_Egypt_Equatorial Guinea_Eritrea_Estonia_Eswatini_Ethiopia_Falkland Islands (Malvinas)_Faroe Islands_Fiji_Finland_France_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Germany_Ghana_Gibraltar_Greece_Greenland_Grenada_Guadeloupe_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Hong Kong_Hungary_Iceland_India_Indonesia_Iran_Iraq_Ireland_Isle of Man_Israel_Italy_Jamaica_Japan_Jersey_Jordan_Kazakhstan_Kenya_Kiribati_Korea (North)_Korea (South)_Kosovo_Kuwait_Kyrgyzstan_Laos_Latvia_Lebanon_Lesotho_Liberia_Libya_Liechtenstein_Lithuania_Luxembourg_Macao_Madagascar_Malawi_Malaysia_Maldives_Mali_Malta_Martinique_Mauritania_Mauritius_Mayotte_Moldova_Monaco_Mongolia_Montenegro_Montserrat_Morocco_Mozambique_Myanmar_Namibia_Nauru_Nepal_Netherlands_New Caledonia_New Zealand_Niger_Nigeria_Niue_Norfolk Island_North Macedonia_Norway_Oman_Pakistan_Palestine_Papua New Guinea_Paraguay_Peru_Philippines_Pitcairn_Poland_Portugal_Qatar_Réunion_Romania_Russia_Rwanda_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Saudi Arabia_Senegal_Serbia_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Singapore_Sint Maarten (Dutch part)_Slovakia_Slovenia_Solomon Islands_Somalia_South Africa_South Sudan_Spain_Sri Lanka_Sudan_Suriname_Svalbard and Jan Mayen_Sweden_Switzerland_Syria_Taiwan_Tajikistan_Tanzania_Thailand_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkey_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uganda_Ukraine_United Arab Emirates_United Kingdom_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Vietnam_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Hong Kong",126,"Afghanistan_Andorra_Angola_Anguilla_Antigua & Barbuda_Armenia_Aruba_Azerbaijan_Bahamas_Bahrain_Barbados_Belarus_Benin_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_Brazil_British Virgin Islands_Brunei_Burkina Faso_Burundi_Cape Verde_Cayman Islands_Central African Republic_Chad_Chile_Comoros_Congo_Congo (Dem. Rep.)_Costa Rica_Côte d'Ivoire_Curaçao_Djibouti_Dominica_Dominican Republic_Ecuador_Equatorial Guinea_Eritrea_Eswatini_Ethiopia_Falkland Islands (Malvinas)_French Guiana_French Polynesia_Gabon_Gambia_Guadeloupe_Guam_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Iceland_Iraq_Jamaica_Jersey_Kazakhstan_Kenya_Kiribati_Korea (North)_Kuwait_Laos_Lebanon_Lesotho_Liberia_Libya_Madagascar_Malawi_Maldives_Mali_Marshall Islands_Martinique_Mauritania_Micronesia_Moldova_Mongolia_Montenegro_Morocco_Mozambique_Namibia_New Caledonia_Niger_Nigeria_Northern Mariana Islands_North Macedonia_Oman_Pakistan_Palau_Panama_Peru_Russia_Rwanda_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Pierre & Miquelon_Samoa_Sao Tome and Principe_Saudi Arabia_Senegal_S. Georgia and S. Sandwich Islands_Sint Maarten (Dutch part)_Somalia_South Africa_Sri Lanka_Sudan_Suriname_Syria_Tanzania_Timor-Leste_Togo_Tonga_Trinidad and Tobago_Turks and Caicos Islands_Uganda_Ukraine_Uruguay_U.S. Minor Outlying Islands_Venezuela_Wallis & Futuna_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Hungary",110,"Anguilla_Antarctica_Antigua & Barbuda_Armenia_Aruba_Bahamas_Barbados_Belize_Bermuda_Bhutan_Bolivia_Bonaire, Sint Eustatius and Saba_Botswana_British Indian Ocean Territory_British Virgin Islands_Brunei_Burundi_Cape Verde_Cayman Islands_Central African Republic_Christmas Island_Cocos Islands_Comoros_Congo_Cook Islands_Cuba_Dominica_Dominican Republic_El Salvador_Eritrea_Eswatini_Falkland Islands (Malvinas)_Faroe Islands_Fiji_French Polynesia_French Southern Territories_Gabon_Gibraltar_Greenland_Grenada_Guadeloupe_Guam_Guatemala_Guernsey_Guinea-Bissau_Guyana_Haiti_Honduras_Isle of Man_Jamaica_Jersey_Kiribati_Korea (North)_Laos_Lesotho_Libya_Malawi_Marshall Islands_Martinique_Mayotte_Micronesia_Monaco_Mongolia_Montserrat_Mozambique_Myanmar_Nauru_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_Northern Mariana Islands_Palau_Palestine_Papua New Guinea_Paraguay_Pitcairn_Réunion_Saint Barthélemy_Saint Helena, Ascension and Tristan da Cunha_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_Sao Tome and Principe_Seychelles_S. Georgia and S. Sandwich Islands_Solomon Islands_Somalia_South Sudan_Suriname_Syria_Tanzania_Timor-Leste_Tokelau_Tonga_Trinidad and Tobago_Turkmenistan_Turks and Caicos Islands_Tuvalu_U.S. Minor Outlying Islands_Vanuatu_Wallis & Futuna_Western Sahara_Yemen_Zambia_Zimbabwe","sending","Last update: 12/Mar, 14:36 (UTC)"
"Iceland",24,"Bahamas_Bolivia_El Salvador_Eswatini_Fiji_Haiti_Honduras_Jamaica_Laos_Liberia_Libya_Mauritania_Mauritius_Namibia_Papua New Guinea_Saint Martin_Saint Pierre & Miquelon_Somalia_Syria_Trinidad and Tobago_Turkmenistan_Venezuela_Wallis & Futuna_Yemen","sending","Last update: 12/Mar, 14:36 (UTC)"
"India",132,"Albania_Algeria_Andorra_Angola_Antarctica_Antigua & Barbuda_Argentina_Armenia_Azerbaijan_Bahamas_Barbados_Belarus_Belize_Bermuda_Bolivia_Bonaire, Sint Eustatius and Saba_British Indian Ocean Territory_Cambodia_Cameroon_Cape Verde_Cayman Islands_Central African Republic_Chad_Christmas Island_Cocos Islands_Colombia_Comoros_Congo_Cook Islands_Costa Rica_Côte d'Ivoire_Cuba_Curaçao_Cyprus_Djibouti_Dominica_Dominican Republic_Ecuador_El Salvador_Equatorial Guinea_Eritrea_Eswatini_Faroe Islands_Fiji_French Guiana_French Polynesia_French Southern Territories_Gabon_Gambia_Georgia_Greenland_Grenada_Guadeloupe_Guatemala_Guernsey_Guinea_Guinea-Bissau_Guyana_Haiti_Honduras_Ireland_Isle of Man_Jamaica_Jersey_Jordan_Kazakhstan_Kiribati_Korea (North)_Kosovo_Laos_Liberia_Libya_Liechtenstein_Macao_Madagascar_Malawi_Malta_Martinique_Mauritania_Mayotte_Moldova_Monaco_Morocco_Nauru_New Caledonia_Nicaragua_Niger_Niue_Norfolk Island_Pakistan_Palestine_Panama_Papua New Guinea_Paraguay_Peru_Réunion_Saint Barthélemy_Saint Kitts and Nevis_Saint Lucia_Saint Martin_Saint Pierre & Miquelon_Saint Vincent and the Grenadines_Samoa_San Marino_Sao Tome and Principe_Senegal_Seychelles_S. Georgia and S. Sandwich Islands_Sierra Leone_Sint Maarten (Dutch part)_Solomon Islands_Somalia_Suriname_Syria_Tajikistan_Timor-Leste_Togo_Tokelau_Tonga_Trinidad and Tobago_Tunisia_Turkmenistan_Turks and Caicos Islands_Tuvalu_Uruguay_Uzbekistan_Vanuatu_Vatican_Venezuela_Wallis & Futuna_Western Sahara_Yemen","sending","Last update: 12/Mar, 14:36 (UTC)"
